-182.496, 78.536, 1.578,  1.765
-182.466, 78.493, 1.577,  1.798
-182.437, 78.449, 1.577,  1.831
-182.407, 78.405, 1.577,  1.864
-182.379, 78.361, 1.578,  1.897
-182.350, 78.317, 1.580,  1.930
-182.322, 78.272, 1.582,  1.963
-182.295, 78.227, 1.585,  1.996
-182.268, 78.181, 1.588,  2.029
-182.242, 78.135, 1.592,  2.062
-182.216, 78.089, 1.597,  2.095
-182.190, 78.042, 1.601,  2.128
-182.165, 77.995, 1.607,  2.161
-182.140, 77.947, 1.612,  2.194
-182.116, 77.899, 1.617,  2.227
-182.092, 77.850, 1.623,  2.260
-182.069, 77.801, 1.629,  2.293
-182.046, 77.751, 1.635,  2.326
-182.023, 77.701, 1.640,  2.359
-182.001, 77.651, 1.646,  2.392
-181.979, 77.600, 1.652,  2.425
-181.958, 77.549, 1.658,  2.458
-181.937, 77.497, 1.664,  2.491
-181.916, 77.445, 1.670,  2.524
-181.896, 77.392, 1.676,  2.557
-181.877, 77.339, 1.682,  2.590
-181.857, 77.286, 1.688,  2.623
-181.838, 77.233, 1.694,  2.656
-181.820, 77.179, 1.700,  2.689
-181.802, 77.124, 1.706,  2.722
-181.784, 77.069, 1.712,  2.755
-181.766, 77.014, 1.718,  2.788
-181.749, 76.959, 1.725,  2.821
-181.732, 76.903, 1.731,  2.854
-181.716, 76.847, 1.737,  2.887
-181.700, 76.791, 1.744,  2.920
-181.684, 76.734, 1.750,  2.953
-181.668, 76.677, 1.756,  2.986
-181.653, 76.620, 1.763,  3.019
-181.638, 76.562, 1.769,  3.052
-181.624, 76.504, 1.775,  3.085
-181.609, 76.446, 1.782,  3.118
-181.595, 76.388, 1.788,  3.151
-181.581, 76.329, 1.795,  3.184
-181.568, 76.270, 1.801,  3.217
-181.555, 76.210, 1.808,  3.250
-181.542, 76.151, 1.814,  3.283
-181.529, 76.091, 1.820,  3.316
-181.517, 76.031, 1.827,  3.349
-181.505, 75.970, 1.833,  3.382
-181.493, 75.910, 1.840,  3.415
-181.481, 75.849, 1.846,  3.448
-181.469, 75.788, 1.853,  3.481
-181.458, 75.726, 1.859,  3.514
-181.447, 75.665, 1.866,  3.547
-181.436, 75.603, 1.872,  3.580
-181.426, 75.541, 1.879,  3.613
-181.415, 75.478, 1.886,  3.646
-181.405, 75.416, 1.892,  3.679
-181.395, 75.353, 1.899,  3.712
-181.385, 75.290, 1.905,  3.745
-181.375, 75.226, 1.912,  3.778
-181.366, 75.163, 1.919,  3.811
-181.357, 75.099, 1.925,  3.844
-181.348, 75.035, 1.932,  3.877
-181.339, 74.971, 1.939,  3.910
-181.330, 74.906, 1.945,  3.943
-181.321, 74.841, 1.952,  3.976
-181.313, 74.776, 1.959,  4.009
-181.304, 74.711, 1.965,  4.042
-181.296, 74.646, 1.972,  4.075
-181.288, 74.580, 1.979,  4.108
-181.281, 74.514, 1.985,  4.141
-181.273, 74.448, 1.992,  4.174
-181.265, 74.382, 1.999,  4.207
-181.258, 74.315, 2.006,  4.240
-181.251, 74.248, 2.012,  4.273
-181.244, 74.181, 2.019,  4.306
-181.237, 74.114, 2.026,  4.339
-181.230, 74.046, 2.033,  4.372
-181.224, 73.978, 2.040,  4.405
-181.218, 73.910, 2.047,  4.438
-181.211, 73.842, 2.054,  4.471
-181.205, 73.773, 2.061,  4.504
-181.200, 73.704, 2.068,  4.537
-181.194, 73.635, 2.075,  4.570
-181.188, 73.566, 2.082,  4.603
-181.183, 73.496, 2.089,  4.636
-181.178, 73.427, 2.096,  4.669
-181.173, 73.357, 2.103,  4.702
-181.168, 73.286, 2.110,  4.735
-181.163, 73.216, 2.117,  4.768
-181.158, 73.145, 2.125,  4.801
-181.154, 73.074, 2.132,  4.834
-181.149, 73.003, 2.139,  4.867
-181.145, 72.931, 2.146,  4.900
-181.141, 72.860, 2.154,  4.933
-181.137, 72.788, 2.161,  4.966
-181.134, 72.715, 2.168,  4.999
-181.130, 72.643, 2.176,  5.032
-181.126, 72.570, 2.183,  5.065
-181.123, 72.497, 2.191,  5.098
-181.120, 72.424, 2.198,  5.131
-181.117, 72.350, 2.205,  5.164
-181.114, 72.277, 2.213,  5.197
-181.111, 72.203, 2.220,  5.230
-181.109, 72.128, 2.228,  5.263
-181.106, 72.054, 2.235,  5.296
-181.104, 71.979, 2.243,  5.329
-181.101, 71.904, 2.251,  5.362
-181.099, 71.829, 2.258,  5.395
-181.097, 71.753, 2.266,  5.428
-181.095, 71.678, 2.273,  5.461
-181.093, 71.602, 2.281,  5.494
-181.092, 71.525, 2.289,  5.527
-181.090, 71.449, 2.296,  5.560
-181.088, 71.372, 2.304,  5.593
-181.087, 71.295, 2.312,  5.626
-181.086, 71.218, 2.319,  5.659
-181.085, 71.140, 2.327,  5.692
-181.084, 71.062, 2.335,  5.725
-181.083, 70.984, 2.343,  5.758
-181.082, 70.906, 2.351,  5.791
-181.081, 70.827, 2.359,  5.824
-181.080, 70.748, 2.366,  5.857
-181.080, 70.669, 2.374,  5.890
-181.079, 70.590, 2.382,  5.923
-181.079, 70.510, 2.390,  5.956
-181.079, 70.430, 2.398,  5.989
-181.078, 70.350, 2.406,  6.022
-181.078, 70.270, 2.414,  6.055
-181.078, 70.189, 2.422,  6.088
-181.078, 70.108, 2.430,  6.121
-181.078, 70.027, 2.438,  6.154
-181.078, 69.945, 2.447,  6.187
-181.079, 69.863, 2.455,  6.220
-181.079, 69.781, 2.463,  6.253
-181.079, 69.699, 2.471,  6.286
-181.080, 69.616, 2.480,  6.319
-181.080, 69.533, 2.488,  6.352
-181.081, 69.450, 2.496,  6.385
-181.081, 69.367, 2.504,  6.418
-181.082, 69.283, 2.513,  6.451
-181.083, 69.199, 2.521,  6.484
-181.083, 69.115, 2.530,  6.517
-181.084, 69.030, 2.538,  6.550
-181.085, 68.945, 2.546,  6.583
-181.086, 68.860, 2.555,  6.616
-181.087, 68.775, 2.563,  6.649
-181.088, 68.689, 2.572,  6.682
-181.089, 68.603, 2.580,  6.715
-181.090, 68.517, 2.589,  6.748
-181.091, 68.431, 2.598,  6.781
-181.092, 68.344, 2.606,  6.814
-181.093, 68.257, 2.615,  6.847
-181.095, 68.169, 2.623,  6.880
-181.096, 68.082, 2.632,  6.913
-181.097, 67.994, 2.641,  6.946
-181.099, 67.905, 2.650,  6.979
-181.100, 67.817, 2.658,  7.012
-181.101, 67.728, 2.667,  7.045
-181.103, 67.639, 2.676,  7.078
-181.104, 67.549, 2.685,  7.111
-181.106, 67.460, 2.694,  7.144
-181.107, 67.370, 2.703,  7.177
-181.109, 67.279, 2.712,  7.210
-181.110, 67.189, 2.721,  7.243
-181.112, 67.098, 2.730,  7.276
-181.113, 67.007, 2.739,  7.309
-181.115, 66.915, 2.748,  7.342
-181.116, 66.823, 2.757,  7.375
-181.118, 66.731, 2.767,  7.408
-181.120, 66.639, 2.776,  7.441
-181.121, 66.546, 2.785,  7.474
-181.123, 66.453, 2.795,  7.507
-181.125, 66.360, 2.804,  7.540
-181.126, 66.266, 2.813,  7.573
-181.128, 66.172, 2.823,  7.606
-181.129, 66.078, 2.832,  7.639
-181.131, 65.983, 2.841,  7.672
-181.133, 65.888, 2.851,  7.705
-181.134, 65.793, 2.860,  7.738
-181.136, 65.697, 2.870,  7.771
-181.138, 65.601, 2.880,  7.804
-181.140, 65.505, 2.889,  7.837
-181.141, 65.408, 2.899,  7.870
-181.143, 65.312, 2.908,  7.903
-181.145, 65.214, 2.918,  7.936
-181.146, 65.117, 2.928,  7.969
-181.148, 65.019, 2.938,  8.002
-181.150, 64.921, 2.947,  8.035
-181.151, 64.822, 2.957,  8.068
-181.153, 64.724, 2.967,  8.101
-181.155, 64.625, 2.977,  8.134
-181.156, 64.525, 2.987,  8.167
-181.158, 64.425, 2.997,  8.200
-181.160, 64.325, 3.007,  8.233
-181.161, 64.225, 3.017,  8.266
-181.163, 64.124, 3.027,  8.299
-181.165, 64.023, 3.037,  8.332
-181.166, 63.921, 3.048,  8.365
-181.168, 63.819, 3.058,  8.398
-181.170, 63.717, 3.068,  8.431
-181.171, 63.615, 3.078,  8.464
-181.173, 63.512, 3.088,  8.497
-181.174, 63.409, 3.098,  8.530
-181.176, 63.305, 3.109,  8.563
-181.178, 63.201, 3.119,  8.596
-181.179, 63.097, 3.130,  8.629
-181.181, 62.992, 3.140,  8.662
-181.182, 62.888, 3.150,  8.695
-181.184, 62.782, 3.161,  8.728
-181.185, 62.677, 3.171,  8.761
-181.187, 62.571, 3.182,  8.794
-181.188, 62.464, 3.192,  8.827
-181.190, 62.358, 3.203,  8.860
-181.191, 62.251, 3.214,  8.893
-181.193, 62.143, 3.225,  8.926
-181.194, 62.036, 3.235,  8.959
-181.196, 61.927, 3.246,  8.992
-181.197, 61.819, 3.257,  9.025
-181.199, 61.710, 3.268,  9.058
-181.200, 61.601, 3.279,  9.091
-181.201, 61.491, 3.290,  9.124
-181.203, 61.381, 3.301,  9.157
-181.204, 61.271, 3.312,  9.190
-181.206, 61.160, 3.323,  9.223
-181.207, 61.049, 3.334,  9.256
-181.208, 60.938, 3.345,  9.289
-181.210, 60.826, 3.356,  9.322
-181.211, 60.714, 3.367,  9.355
-181.212, 60.602, 3.378,  9.388
-181.214, 60.489, 3.390,  9.421
-181.215, 60.375, 3.401,  9.454
-181.216, 60.262, 3.412,  9.487
-181.217, 60.148, 3.424,  9.520
-181.219, 60.033, 3.435,  9.553
-181.220, 59.919, 3.447,  9.586
-181.221, 59.803, 3.458,  9.619
-181.222, 59.688, 3.470,  9.652
-181.223, 59.572, 3.481,  9.685
-181.225, 59.456, 3.493,  9.718
-181.226, 59.339, 3.505,  9.751
-181.227, 59.222, 3.516,  9.784
-181.228, 59.104, 3.528,  9.817
-181.229, 58.986, 3.540,  9.850
-181.230, 58.868, 3.552,  9.883
-181.231, 58.749, 3.563,  9.916
-181.233, 58.630, 3.575,  9.949
-181.234, 58.511, 3.587,  9.982
-181.235, 58.391, 3.599, 10.015
-181.236, 58.271, 3.611, 10.048
-181.237, 58.150, 3.623, 10.081
-181.238, 58.029, 3.635, 10.114
-181.239, 57.908, 3.647, 10.147
-181.240, 57.786, 3.659, 10.180
-181.241, 57.663, 3.672, 10.213
-181.242, 57.541, 3.684, 10.246
-181.243, 57.418, 3.696, 10.279
-181.244, 57.294, 3.709, 10.312
-181.245, 57.170, 3.721, 10.345
-181.246, 57.046, 3.733, 10.378
-181.247, 56.921, 3.746, 10.411
-181.248, 56.796, 3.758, 10.444
-181.249, 56.670, 3.771, 10.477
-181.249, 56.544, 3.784, 10.510
-181.250, 56.418, 3.796, 10.543
-181.251, 56.291, 3.809, 10.576
-181.252, 56.164, 3.822, 10.609
-181.253, 56.036, 3.834, 10.642
-181.254, 55.908, 3.847, 10.675
-181.255, 55.779, 3.860, 10.708
-181.255, 55.650, 3.873, 10.741
-181.256, 55.521, 3.886, 10.774
-181.257, 55.391, 3.899, 10.807
-181.258, 55.261, 3.912, 10.840
-181.259, 55.130, 3.924, 10.873
-181.259, 54.999, 3.937, 10.906
-181.260, 54.867, 3.950, 10.939
-181.261, 54.735, 3.963, 10.972
-181.262, 54.603, 3.976, 11.005
-181.263, 54.470, 3.989, 11.038
-181.263, 54.337, 4.002, 11.071
-181.264, 54.203, 4.015, 11.104
-181.265, 54.069, 4.028, 11.137
-181.265, 53.934, 4.041, 11.170
-181.266, 53.799, 4.055, 11.203
-181.267, 53.664, 4.068, 11.236
-181.268, 53.528, 4.081, 11.269
-181.268, 53.391, 4.094, 11.302
-181.269, 53.255, 4.108, 11.335
-181.270, 53.117, 4.121, 11.368
-181.270, 52.980, 4.135, 11.401
-181.271, 52.841, 4.148, 11.434
-181.271, 52.703, 4.162, 11.467
-181.272, 52.564, 4.176, 11.500
-181.273, 52.424, 4.189, 11.533
-181.273, 52.284, 4.203, 11.566
-181.274, 52.144, 4.217, 11.599
-181.275, 52.003, 4.231, 11.632
-181.275, 51.861, 4.245, 11.665
-181.276, 51.720, 4.259, 11.698
-181.276, 51.577, 4.273, 11.731
-181.277, 51.435, 4.287, 11.764
-181.277, 51.291, 4.301, 11.797
-181.278, 51.148, 4.315, 11.830
-181.279, 51.003, 4.329, 11.863
-181.279, 50.859, 4.343, 11.896
-181.280, 50.714, 4.357, 11.929
-181.280, 50.568, 4.371, 11.962
-181.281, 50.422, 4.386, 11.995
-181.281, 50.275, 4.400, 12.028
-181.282, 50.128, 4.415, 12.061
-181.282, 49.981, 4.429, 12.094
-181.283, 49.833, 4.444, 12.127
-181.283, 49.684, 4.458, 12.160
-181.284, 49.535, 4.473, 12.193
-181.284, 49.386, 4.488, 12.226
-181.285, 49.236, 4.502, 12.259
-181.285, 49.085, 4.517, 12.292
-181.285, 48.935, 4.532, 12.325
-181.286, 48.783, 4.547, 12.358
-181.286, 48.631, 4.562, 12.391
-181.287, 48.479, 4.577, 12.424
-181.287, 48.326, 4.592, 12.457
-181.288, 48.172, 4.607, 12.490
-181.288, 48.018, 4.622, 12.523
-181.288, 47.864, 4.638, 12.556
-181.289, 47.709, 4.653, 12.589
-181.289, 47.553, 4.668, 12.622
-181.290, 47.397, 4.684, 12.655
-181.290, 47.241, 4.699, 12.688
-181.290, 47.084, 4.714, 12.721
-181.291, 46.926, 4.730, 12.754
-181.291, 46.768, 4.745, 12.787
-181.292, 46.610, 4.761, 12.820
-181.292, 46.451, 4.777, 12.853
-181.292, 46.291, 4.792, 12.886
-181.293, 46.131, 4.808, 12.919
-181.293, 45.970, 4.824, 12.952
-181.293, 45.809, 4.840, 12.985
-181.294, 45.647, 4.856, 13.018
-181.294, 45.485, 4.872, 13.051
-181.294, 45.322, 4.888, 13.084
-181.295, 45.159, 4.904, 13.117
-181.295, 44.995, 4.920, 13.150
-181.295, 44.831, 4.936, 13.183
-181.296, 44.666, 4.952, 13.216
-181.296, 44.500, 4.969, 13.249
-181.296, 44.334, 4.985, 13.282
-181.297, 44.168, 5.002, 13.315
-181.297, 44.000, 5.018, 13.348
-181.297, 43.833, 5.035, 13.381
-181.297, 43.665, 5.051, 13.414
-181.298, 43.496, 5.068, 13.447
-181.298, 43.326, 5.084, 13.480
-181.298, 43.157, 5.100, 13.513
-181.298, 42.986, 5.111, 13.546
-181.299, 42.816, 5.108, 13.579
-181.299, 42.646, 5.093, 13.612
-181.299, 42.477, 5.080, 13.645
-181.299, 42.308, 5.072, 13.678
-181.300, 42.139, 5.070, 13.711
-181.300, 41.970, 5.075, 13.744
-181.300, 41.801, 5.087, 13.777
-181.300, 41.631, 5.105, 13.810
-181.301, 41.460, 5.130, 13.843
-181.301, 41.288, 5.161, 13.876
-181.301, 41.115, 5.197, 13.909
-181.301, 40.940, 5.236, 13.942
-181.301, 40.764, 5.278, 13.975
-181.302, 40.587, 5.321, 14.008
-181.302, 40.408, 5.363, 14.041
-181.302, 40.228, 5.403, 14.074
-181.302, 40.047, 5.439, 14.107
-181.302, 39.865, 5.472, 14.140
-181.303, 39.682, 5.500, 14.173
-181.303, 39.498, 5.524, 14.206
-181.303, 39.313, 5.544, 14.239
-181.303, 39.128, 5.560, 14.272
-181.303, 38.942, 5.573, 14.305
-181.303, 38.757, 5.584, 14.338
-181.304, 38.570, 5.592, 14.371
-181.304, 38.384, 5.599, 14.404
-181.304, 38.197, 5.606, 14.437
-181.304, 38.010, 5.613, 14.470
-181.304, 37.823, 5.621, 14.503
-181.304, 37.635, 5.630, 14.536
-181.304, 37.448, 5.640, 14.569
-181.304, 37.259, 5.652, 14.602
-181.305, 37.070, 5.666, 14.635
-181.305, 36.881, 5.683, 14.668
-181.305, 36.691, 5.702, 14.701
-181.305, 36.501, 5.722, 14.734
-181.305, 36.309, 5.745, 14.767
-181.305, 36.117, 5.768, 14.800
-181.305, 35.924, 5.794, 14.833
-181.305, 35.730, 5.819, 14.866
-181.305, 35.535, 5.846, 14.899
-181.305, 35.340, 5.872, 14.932
-181.305, 35.143, 5.897, 14.965
-181.306, 34.946, 5.922, 14.998
-181.306, 34.748, 5.946, 15.031
-181.306, 34.549, 5.969, 15.064
-181.306, 34.349, 5.991, 15.097
-181.306, 34.149, 6.012, 15.130
-181.306, 33.948, 6.031, 15.163
-181.306, 33.747, 6.050, 15.196
-181.306, 33.544, 6.068, 15.229
-181.306, 33.342, 6.085, 15.262
-181.306, 33.138, 6.102, 15.295
-181.306, 32.934, 6.120, 15.328
-181.306, 32.730, 6.137, 15.361
-181.306, 32.525, 6.154, 15.394
-181.306, 32.319, 6.172, 15.427
-181.306, 32.113, 6.191, 15.460
-181.306, 31.906, 6.210, 15.493
-181.306, 31.699, 6.230, 15.526
-181.306, 31.490, 6.250, 15.559
-181.306, 31.281, 6.272, 15.592
-181.306, 31.072, 6.293, 15.625
-181.306, 30.861, 6.316, 15.658
-181.306, 30.650, 6.339, 15.691
-181.306, 30.438, 6.362, 15.724
-181.306, 30.225, 6.385, 15.757
-181.306, 30.012, 6.408, 15.790
-181.306, 29.798, 6.431, 15.823
-181.306, 29.583, 6.454, 15.856
-181.306, 29.367, 6.477, 15.889
-181.305, 29.150, 6.500, 15.922
-181.305, 28.933, 6.522, 15.955
-181.305, 28.715, 6.544, 15.988
-181.305, 28.496, 6.565, 16.021
-181.305, 28.277, 6.587, 16.054
-181.305, 28.057, 6.608, 16.087
-181.305, 27.836, 6.629, 16.120
-181.305, 27.614, 6.650, 16.153
-181.305, 27.392, 6.671, 16.186
-181.305, 27.169, 6.693, 16.219
-181.304, 26.945, 6.714, 16.252
-181.304, 26.721, 6.736, 16.285
-181.304, 26.496, 6.758, 16.318
-181.304, 26.270, 6.781, 16.351
-181.304, 26.043, 6.803, 16.384
-181.304, 25.816, 6.826, 16.417
-181.304, 25.588, 6.848, 16.450
-181.304, 25.359, 6.871, 16.483
-181.303, 25.129, 6.894, 16.516
-181.303, 24.899, 6.917, 16.549
-181.303, 24.668, 6.940, 16.582
-181.303, 24.436, 6.963, 16.615
-181.303, 24.203, 6.986, 16.648
-181.302, 23.969, 7.010, 16.681
-181.302, 23.735, 7.033, 16.714
-181.302, 23.500, 7.056, 16.747
-181.302, 23.264, 7.080, 16.780
-181.302, 23.027, 7.103, 16.813
-181.301, 22.790, 7.127, 16.846
-181.301, 22.552, 7.151, 16.879
-181.301, 22.313, 7.174, 16.912
-181.301, 22.073, 7.198, 16.945
-181.301, 21.832, 7.222, 16.978
-181.300, 21.591, 7.246, 17.011
-181.300, 21.349, 7.270, 17.044
-181.300, 21.106, 7.294, 17.077
-181.300, 20.862, 7.319, 17.110
-181.299, 20.617, 7.343, 17.143
-181.299, 20.372, 7.368, 17.176
-181.299, 20.126, 7.392, 17.209
-181.298, 19.879, 7.417, 17.242
-181.298, 19.631, 7.442, 17.275
-181.298, 19.382, 7.466, 17.308
-181.298, 19.133, 7.491, 17.341
-181.297, 18.882, 7.516, 17.374
-181.297, 18.631, 7.540, 17.407
-181.297, 18.379, 7.565, 17.440
-181.296, 18.126, 7.590, 17.473
-181.296, 17.873, 7.615, 17.506
-181.296, 17.618, 7.640, 17.539
-181.295, 17.363, 7.665, 17.572
-181.295, 17.107, 7.690, 17.605
-181.295, 16.850, 7.715, 17.638
-181.294, 16.592, 7.740, 17.671
-181.294, 16.333, 7.766, 17.704
-181.293, 16.074, 7.791, 17.737
-181.293, 15.814, 7.817, 17.770
-181.293, 15.552, 7.843, 17.803
-181.292, 15.290, 7.869, 17.836
-181.292, 15.027, 7.895, 17.869
-181.292, 14.763, 7.921, 17.902
-181.291, 14.499, 7.948, 17.935
-181.291, 14.233, 7.974, 17.968
-181.290, 13.967, 8.001, 18.001
-181.290, 13.699, 8.028, 18.034
-181.289, 13.431, 8.055, 18.067
-181.289, 13.162, 8.082, 18.100
-181.289, 12.892, 8.109, 18.133
-181.288, 12.621, 8.136, 18.166
-181.288, 12.349, 8.163, 18.199
-181.287, 12.076, 8.190, 18.232
-181.287, 11.802, 8.217, 18.265
-181.286, 11.528, 8.244, 18.298
-181.286, 11.252, 8.272, 18.331
-181.285, 10.976, 8.299, 18.364
-181.285, 10.699, 8.327, 18.397
-181.284, 10.420, 8.355, 18.430
-181.284, 10.141, 8.382, 18.463
-181.283, 9.861, 8.410, 18.496
-181.283, 9.580, 8.438, 18.529
-181.282, 9.298, 8.466, 18.562
-181.281, 9.015, 8.494, 18.595
-181.281, 8.731, 8.523, 18.628
-181.280, 8.446, 8.551, 18.661
-181.280, 8.161, 8.579, 18.694
-181.279, 7.874, 8.608, 18.727
-181.279, 7.586, 8.637, 18.760
-181.278, 7.298, 8.665, 18.793
-181.277, 7.008, 8.694, 18.826
-181.277, 6.718, 8.723, 18.859
-181.276, 6.426, 8.752, 18.892
-181.276, 6.134, 8.781, 18.925
-181.275, 5.840, 8.811, 18.958
-181.274, 5.546, 8.840, 18.991
-181.274, 5.250, 8.869, 19.024
-181.273, 4.954, 8.899, 19.057
-181.272, 4.656, 8.929, 19.090
-181.272, 4.358, 8.958, 19.123
-181.271, 4.059, 8.988, 19.156
-181.270, 3.758, 9.018, 19.189
-181.270, 3.457, 9.048, 19.222
-181.269, 3.155, 9.078, 19.255
-181.268, 2.851, 9.108, 19.288
-181.267, 2.547, 9.139, 19.321
-181.267, 2.241, 9.169, 19.354
-181.266, 1.935, 9.200, 19.387
-181.265, 1.628, 9.230, 19.420
-181.264, 1.319, 9.261, 19.453
-181.264, 1.010, 9.292, 19.486
-181.263, 0.699, 9.323, 19.519
-181.262, 0.388, 9.354, 19.552
-181.261, 0.075, 9.385, 19.585
-181.261, -0.239, 9.417, 19.618
-181.260, -0.553, 9.448, 19.651
-181.259, -0.869, 9.480, 19.684
-181.258, -1.186, 9.511, 19.717
-181.257, -1.504, 9.543, 19.750
-181.257, -1.823, 9.575, 19.783
-181.256, -2.143, 9.607, 19.816
-181.255, -2.464, 9.639, 19.849
-181.254, -2.786, 9.671, 19.882
-181.253, -3.109, 9.703, 19.915
-181.252, -3.433, 9.735, 19.948
-181.251, -3.758, 9.768, 19.981
-181.250, -4.085, 9.800, 20.014
-181.249, -4.412, 9.833, 20.047
-181.249, -4.741, 9.866, 20.080
-181.248, -5.071, 9.899, 20.113
-181.247, -5.401, 9.932, 20.146
-181.246, -5.733, 9.965, 20.179
-181.245, -6.066, 9.998, 20.212
-181.244, -6.401, 10.032, 20.245
-181.243, -6.736, 10.065, 20.278
-181.242, -7.072, 10.099, 20.311
-181.241, -7.410, 10.132, 20.344
-181.240, -7.748, 10.166, 20.377
-181.239, -8.088, 10.200, 20.410
-181.238, -8.429, 10.234, 20.443
-181.237, -8.771, 10.268, 20.476
-181.236, -9.114, 10.302, 20.509
-181.235, -9.458, 10.337, 20.542
-181.234, -9.804, 10.371, 20.575
-181.232, -10.150, 10.406, 20.608
-181.231, -10.498, 10.441, 20.641
-181.230, -10.847, 10.475, 20.674
-181.229, -11.197, 10.510, 20.707
-181.228, -11.548, 10.545, 20.740
-181.227, -11.901, 10.581, 20.773
-181.226, -12.254, 10.616, 20.806
-181.225, -12.609, 10.651, 20.839
-181.223, -12.965, 10.687, 20.872
-181.222, -13.322, 10.722, 20.905
-181.221, -13.680, 10.758, 20.938
-181.220, -14.040, 10.794, 20.971
-181.219, -14.401, 10.830, 21.004
-181.217, -14.762, 10.866, 21.037
-181.216, -15.126, 10.902, 21.070
-181.215, -15.490, 10.939, 21.103
-181.214, -15.855, 10.975, 21.136
-181.212, -16.222, 11.012, 21.169
-181.211, -16.590, 11.049, 21.202
-181.210, -16.960, 11.086, 21.235
-181.209, -17.330, 11.123, 21.268
-181.207, -17.702, 11.160, 21.301
-181.206, -18.075, 11.197, 21.334
-181.205, -18.449, 11.235, 21.367
-181.203, -18.824, 11.272, 21.400
-181.202, -19.201, 11.310, 21.433
-181.201, -19.579, 11.348, 21.466
-181.199, -19.958, 11.386, 21.499
-181.198, -20.339, 11.424, 21.532
-181.196, -20.720, 11.462, 21.565
-181.195, -21.103, 11.500, 21.598
-181.193, -21.488, 11.539, 21.631
-181.192, -21.873, 11.578, 21.664
-181.191, -22.260, 11.616, 21.697
-181.189, -22.648, 11.655, 21.730
-181.188, -23.038, 11.695, 21.763
-181.186, -23.429, 11.734, 21.796
-181.185, -23.821, 11.774, 21.829
-181.183, -24.214, 11.814, 21.862
-181.182, -24.609, 11.854, 21.895
-181.180, -25.005, 11.894, 21.928
-181.178, -25.403, 11.934, 21.961
-181.177, -25.802, 11.974, 21.994
-181.175, -26.202, 12.015, 22.027
-181.174, -26.603, 12.055, 22.060
-181.172, -27.006, 12.096, 22.093
-181.170, -27.410, 12.137, 22.126
-181.169, -27.816, 12.177, 22.159
-181.167, -28.223, 12.218, 22.192
-181.165, -28.631, 12.259, 22.225
-181.164, -29.041, 12.301, 22.258
-181.162, -29.452, 12.342, 22.291
-181.160, -29.865, 12.383, 22.324
-181.159, -30.278, 12.425, 22.357
-181.157, -30.694, 12.466, 22.390
-181.155, -31.110, 12.508, 22.423
-181.153, -31.528, 12.550, 22.456
-181.151, -31.948, 12.592, 22.489
-181.150, -32.368, 12.634, 22.522
-181.148, -32.791, 12.677, 22.555
-181.146, -33.214, 12.720, 22.588
-181.144, -33.639, 12.762, 22.621
-181.142, -34.066, 12.805, 22.654
-181.140, -34.494, 12.848, 22.687
-181.139, -34.923, 12.892, 22.720
-181.137, -35.354, 12.935, 22.753
-181.135, -35.786, 12.979, 22.786
-181.133, -36.220, 13.022, 22.819
-181.131, -36.655, 13.066, 22.852
-181.129, -37.092, 13.110, 22.885
-181.127, -37.530, 13.154, 22.918
-181.125, -37.970, 13.198, 22.951
-181.123, -38.411, 13.243, 22.984
-181.121, -38.853, 13.287, 23.017
-181.119, -39.297, 13.332, 23.050
